form,source,title,author,content,poem_link-href,year,meter_pattern,rhyme_pattern,theme,imagery
Ballad,poetry_foundation,“A peanut sat on a railroad track ...”,Anonymous,"A peanut sat on a railroad track,
His heart was all a-flutter.
The five-fifteen came rushing by--
Toot toot!   Peanut butter!",https://www.poetryfoundation.org/poems/42898/a-peanut-sat-on-a-railroad-track-,,,ABCB,About a peanut sitting on a railroad track,track
Ballad,poetry_foundation,The Best Game the Fairies Play,Rose Fyleman,"The best game the fairies play,
The best game of all,
Is sliding down steeples - 
(You know they’re very tall).

You fly to the weathercock,
And when you hear it crow,
You fold your wings and clutch your things
And then let go!

They have a million other games - 
Cloud-catching’s one,
And mud-mixing after rain
Is heaps and heaps of fun;

But when you go and stay with them
Never mind the rest,
Take my advice - they’re very nice,
But steeple-sliding’s best!",https://www.poetryfoundation.org/poems/42921/the-best-game-the-fairies-play,,,ABCB,About the best game the fairies play,"rain, games, cloud, heaps, fairies"
Ballad,poetry_foundation,I Love to Do My Homework,Anonymous,"I love to do my homework,
It makes me feel so good.
I love to do exactly
As my teacher says I should.

I love to do my homework,
I never miss a day.
I even love the men in white
Who are taking me away.",https://www.poetryfoundation.org/poems/42903/i-love-to-do-my-homework,,,ABCB,The speaker loves to do homework.,
Ballad,poetry_foundation,Don't Worry if Your Job Is Small,Anonymous,"Don't worry if your job is small,
And your rewards are few.
Remember that the mighty oak,
Was once a nut like you.",https://www.poetryfoundation.org/poems/42909/dont-worry-if-your-job-is-small,,,ABCB,One should not worry is your job is small,
Ballad,poetry_foundation,Little Robin Redbreast,Anonymous,"Little Robin Redbreast
Sat upon a tree;
Up went Pussy-cat,
Down went he.

Down came Pussy-cat,
And away Robin ran;
Says little Robin Redbreast
“Catch me if you can.”

Little Robin Redbreast
Hopped upon a wall;
Pussy-cat jumped after him,
And almost got a fall.

Little Robin chirped and sang,
And what did Pussy say?
Pussy-cat said “Mew,”
and Robin flew away.",https://www.poetryfoundation.org/poems/42915/little-robin-redbreast,,,ABCB,A nursery song about a bird playing with a cat,tree
Ballad,poetry_foundation,Jabberwocky,Lewis Carroll,"’Twas brillig, and the slithy toves
Did gyre and gimble in the wabe:
All mimsy were the borogoves,
And the mome raths outgrabe.

“Beware the Jabberwock, my son!
The jaws that bite, the claws that catch!
Beware the Jubjub bird, and shun
The frumious Bandersnatch!”

He took his vorpal sword in hand;
Long time the manxome foe he sought - 
So rested he by the Tumtum tree
And stood awhile in thought.

And, as in uffish thought he stood,
The Jabberwock, with eyes of flame,
Came whiffling through the tulgey wood,
And burbled as it came!

One, two! One, two! And through and through
The vorpal blade went snicker-snack!
He left it dead, and with its head
He went galumphing back.

“And hast thou slain the Jabberwock?
Come to my arms, my beamish boy!
O frabjous day! Callooh! Callay!”
He chortled in his joy.

’Twas brillig, and the slithy toves
Did gyre and gimble in the wabe:
All mimsy were the borogoves,
And the mome raths outgrabe.",https://www.poetryfoundation.org/poems/42916/jabberwocky,,,ABAB,"A nonsense poem written about the killing of a creature named ""the Jabberwock"". About heroism, the battle between good and evil, and the ultimate vanquishing of evil by the forces of good.","tree, head, eyes, bird, wood"
Ballad,poetry_foundation,Up-Hill,Christina Rossetti,"Does the road wind up-hill all the way?
Yes, to the very end.
Will the day’s journey take the whole long day?
From morn to night, my friend.

But is there for the night a resting-place?
A roof for when the slow dark hours begin.
May not the darkness hide it from my face?
You cannot miss that inn.

Shall I meet other wayfarers at night?
Those who have gone before.
Then must I knock, or call when just in sight?
They will not keep you standing at that door.

Shall I find comfort, travel-sore and weak?
Of labour you shall find the sum.
Will there be beds for me and all who seek?
Yea, beds for all who come.",https://www.poetryfoundation.org/poems/45002/up-hill,,,ABAB,Comparing life to a "journey" and death to a "resting-place" after that journey,"face, sight, wind"
Ballad,poetry_foundation,The Flat-Hunter’s Way,Franklin Pierce Adams,"We don’t get any too much light;
It’s pretty noisy, too, at that;
The folks next door stay up all night;
There’s but one closet in the flat;
The rent we pay is far from low;
Our flat is small and in the rear;
But we have looked around, and so
We think we’ll stay another year.

Our dining-room is pretty dark;
Our kitchen’s hot and very small;
The “view” we get of Central Park
We really do not get at all.
The ceiling cracks and crumbles down
Upon me while I’m working here - 
But, after combing all the town,
We think we’ll stay another year.

We are not “handy” to the sub;
Our hall-boy service is a joke;
Our janitor’s a foreign dub
Who never does a thing but smoke;
Our landlord says he will not cut
A cent from rent already dear;
And so we sought for better - but
We think we’ll stay another year.",https://www.poetryfoundation.org/poems/45987/the-flat-hunters-way,,Iambic tetrameter,ABABCDCD,"The speaker desribes the horrible flat they are living in, but because of lack of money, they have to stay for another year.",crumbles
Ballad,poetry_foundation,A Leak in the Dike,Phoebe Cary,"The good dame looked from her cottage
At the close of the pleasant day,
And cheerily called to her little son
Outside the door at play:
“Come, Peter, come! I want you to go,
While there is light to see,
To the hut of the blind old man who lives
Across the dike, for me;
And take these cakes I made for him - 
They are hot and smoking yet;
You have time enough to go and come
Before the sun is set.”

Then the good-wife turned to her labor,
Humming a simple song,
And thought of her husband, working hard
At the sluices all day long;
And set the turf a-blazing,
And brought the coarse black bread;
That he might find a fire at night,
And find the table spread.

And Peter left the brother,
With whom all day he had played,
And the sister who had watched their sports
In the willow’s tender shade;
And told them they ’d see him back before
They saw a star in sight,
Though he would n’t be afraid to go
In the very darkest night!
For he was a brave, bright fellow,
With eye and conscience clear;
He could do whatever a boy might do,
And he had not learned to fear.
Why, he would n’t have robbed a bird’s nest,
Nor brought a stork to harm,
Though never a law in Holland
Had stood to stay his arm!

And now, with his face all glowing,
And eyes as bright as the day
With the thoughts of his pleasant errand,
He trudged along the way;
And soon his joyous prattle
Made glad a lonesome place - 
Alas! if only the blind old man
Could have seen that happy face!
Yet he somehow caught the brightness
Which his voice and presence lent;
And he felt the sunshine come and go
As Peter came and went.

And now, as the day was sinking,
And the winds began to rise,
The mother looked from her door again,
Shading her anxious eyes;
And saw the shadows deepen
And birds to their homes come back,
But never a sign of Peter
Along the level track.
But she said: “He will come at morning,
So I need not fret or grieve - 
Though it is n’t like my boy at all
To stay without my leave.”

But where was the child delaying?
On the homeward way was he,
And across the dike while the sun was up
An hour above the sea.
He was stopping now to gather flowers,
Now listening to the sound,
As the angry waters dashed themselves
Against their narrow bound.
“Ah! well for us,” said Peter,
“That the gates are good and strong,
And my father tends them carefully,
Or they would not hold you long!
You ’re a wicked sea,” said Peter;
“I know why you fret and chafe;
You would like to spoil our lands and homes;
But our sluices keep you safe!”

But hark! Through the noise of waters
Comes a low, clear, trickling sound;
And the child’s face pales with terror,
And his blossoms drop to the ground.
He is up the bank in a moment,
And, stealing through the sand,
He sees a stream not yet so large
As his slender, childish hand.
’T is a leak in the dike! He is but a boy,
Unused to fearful scenes;
But, young as he is, he has learned to know
The dreadful thing that means.
A leak in the dike! The stoutest heart
Grows faint that cry to hear,
And the bravest man in all the land
Turns white with mortal fear.
For he knows the smallest leak may grow
To a flood in a single night;
And he knows the strength of the cruel sea
When loosed in its angry might.

And the boy! He has seen the danger,
And, shouting a wild alarm,
He forces back the weight of the sea
With the strength of his single arm!
He listens for the joyful sound
Of a footstep passing nigh;
And lays his ear to the ground, to catch
The answer to his cry.
And he hears the rough winds blowing,
And the waters rise and fall,
But never an answer comes to him,
Save the echo of his call.
He sees no hope, no succor,
His feeble voice is lost;
Yet what shall he do but watch and wait,
Though he perish at his post!

So, faintly calling and crying
Till the sun is under the sea;
Crying and moaning till the stars
Come out for company;
He thinks of his brother and sister,
Asleep in their safe warm bed;
He thinks of his father and mother,
Of himself as dying - and dead;
And of how, when the night is over,
They must come and find him at last:
But he never thinks he can leave the place
Where duty holds him fast.

The good dame in the cottage
Is up and astir with the light,
For the thought of her little Peter
Has been with her all night.
And now she watches the pathway,
As yester eve she had done;
But what does she see so strange and black
Against the rising sun?
Her neighbors are bearing between them
Something straight to her door;
Her child is coming home, but not
As he ever came before!

“He is dead!” she cries; “my darling!”
And the startled father hears,
And comes and looks the way she looks,
And fears the thing she fears:
Till a glad shout from the bearers
Thrills the stricken man and wife - 
“Give thanks, for your son has saved our land,
And God has saved his life!”
So, there in the morning sunshine
They knelt about the boy;
And every head was bared and bent
In tearful, reverent joy.

’T is many a year since then; but still,
When the sea roars like a flood,
Their boys are taught what a boy can do
Who is brave and true and good.
For every man in that country
Takes his son by the hand,
And tells him of little Peter,
Whose courage saved the land.

They have many a valiant hero,
Remembered through the years:
But never one whose name so oft
Is named with loving tears.
And his deed shall be sung by the cradle,
And told to the child on the knee,
So long as the dikes of Holland
Divide the land from the sea!",https://www.poetryfoundation.org/poems/43917/a-leak-in-the-dike,,,ABCB,"A young Dutch boy saves his community by jamming a finger into a leaking levee, illustrating the importance of barrier integrity but also the need of supportive measures.","track, sun, sand, birds, waters, flowers, face, head, eyes, stars, sea, eye, star, blossoms, dame, sunshine, sight, god, winds, bird"
Ballad,poetry_foundation,See It Through,Edgar Albert Guest,"When you’re up against a trouble,
Meet it squarely, face to face;
Lift your chin and set your shoulders,
Plant your feet and take a brace.
When it’s vain to try to dodge it,
Do the best that you can do;
You may fail, but you may conquer,
See it through!

Black may be the clouds about you
And your future may seem grim,
But don’t let your nerve desert you;
Keep yourself in fighting trim.
If the worst is bound to happen,
Spite of all that you can do,
Running from it will not save you,
See it through!

Even hope may seem but futile,
When with troubles you’re beset,
But remember you are facing
Just what other men have met.
You may fail, but fall still fighting;
Don’t give up, whate’er you do;
Eyes front, head high to the finish.
See it through!",https://www.poetryfoundation.org/poems/44318/see-it-through,,,ABCBDEFE,A motivational poem meant to inspire a reader to work through whatever problems they are facing,"face, eyes"
Ballad,poetry_foundation,Champs d’Honneur,Ernest M. Hemingway,"Soldiers never do die well;
Crosses mark the places - 
Wooden crosses where they fell,
Stuck above their faces.

Soldiers pitch and cough and twitch - 
All the world roars red and black;
Soldiers smother in a ditch,
Choking through the whole attack.",https://www.poetryfoundation.org/poems/47270/champs-dhonneur,,,ABAB,About the tragedy of war - the potential benefits war would bring to a nation does not justify the physical and psychological damage done to human life during that time. ,mark
Ballad,poetry_foundation,Meg Merrilies,John Keats,"Old Meg she was a Gipsy,
And liv'd upon the Moors:
Her bed it was the brown heath turf,
And her house was out of doors.

Her apples were swart blackberries,
Her currants pods o' broom;
Her wine was dew of the wild white rose,
Her book a churchyard tomb.

Her Brothers were the craggy hills,
Her Sisters larchen trees - 
Alone with her great family
She liv'd as she did please.

No breakfast had she many a morn,
No dinner many a noon,
And 'stead of supper she would stare
Full hard against the Moon.

But every morn of woodbine fresh
She made her garlanding,
And every night the dark glen Yew
She wove, and she would sing.

And with her fingers old and brown
She plaited Mats o' Rushes,
And gave them to the Cottagers
She met among the Bushes.

Old Meg was brave as Margaret Queen
And tall as Amazon:
An old red blanket cloak she wore;
A chip hat had she on.
God rest her aged bones somewhere - 
She died full long agone!",https://www.poetryfoundation.org/poems/47348/meg-merrilies,,,ABAB,"Old Meg celebrates and romanticizes the untamed wilds and the everyday man, and zeroes in on the Romantic themes of solitude, melancholy, and the experience of the individual.","trees, hills, pods, apples, wove, yew, queen, wine, god, bushes, moon"
Ballad,poetry_foundation,The Step Mother,Susanna Moodie,"Well I recall my Father’s wife,
The day he brought her home.
His children looked for years of strife,
And troubles sure to come - 
Ungraciously we welcomed her,
A thing to scorn and blame;
And swore we never would confer
On her, a Mother’s name

I see her yet - a girl in years,
With eyes so blue and mild;
She greeted us with smiles and tears,
How sweetly too she smiled - 
She bent to kiss my sullen brow,
With woman’s gentle grace;
And laid her tiny hand of snow
On my averted face - 

“Henry - is this your son? She said - 
“Dear boy - he now is mine - 
What not one kiss? - ” I shook my head,
“I am no son of thine! - ”
She sighed - and from her dimpled cheek
The rosy colour fled;
She turned away and did not speak,
My thoughts were with the dead - 

There leaped from out my Father’s eyes
A jet of swarthy fire;
That flashed on me in fierce surprise - 
I fled before his ire
I heard her gentle voice entreat - 
“Forgiveness for her sake” - 
Which added swiftness to my feet,
A sad and strange mistake - 

A year had scarcely rolled away
When by that hated bride;
I loved to linger half the day,
In very joy and pride;
Her voice was music to mine ear,
So soft its accent fell;
“Dear Mother now” - and oh, how dear
No words of mine can tell - 

She was so gentle, fair and kind,
So pure in soul and free from art;
That woman with her noble mind,
Subdued my rebel heart - 
I just had learned to know her worth,
My Father’s second choice to bless;
When God removed her from the earth,
And plunged us all in deep distress - 

Hot fever smote with burning blight
Stretchd on a restless bed of pain;
I moaning lay from morn till night
With aching limbs and throbbing brain - 
Four weary weeks beside my bed,
She sat within a darkened room;
Untiring held my aching head,
Nor heeded silence - cold and gloom - 

And when my courage quite gave way,
And fainter grew my struggling breath;
She taught my stricken soul to pray
And calmly meet approaching death - 
“Fear not God’s angel, sent by Him,
The weary spirit to release;
Before the mortal eyes grow dim,
Floats down the white winged dove of peace” - 

There came a change - but fingers small,
No longer smoothed my matted hair;
She sprang not to my feeble call,
Nor helped to lift me to my chair - 
And I arose as from the dead,
A life for her dear life was given;
The angel who had watched my bed
Had vanished into Heaven! - ",https://www.poetryfoundation.org/poems/47389/the-step-mother,,,ABABCDCD,About the love and blessing of the speaker's old step mother,"spirit, face, gloom, angel, ear, god, head, eyes"
Ballad,poetry_foundation,The Song of Wandering Aengus,William Butler Yeats,"I went out to the hazel wood,
Because a fire was in my head,
And cut and peeled a hazel wand,
And hooked a berry to a thread;
And when white moths were on the wing,
And moth-like stars were flickering out,
I dropped the berry in a stream
And caught a little silver trout.

When I had laid it on the floor
I went to blow the fire a-flame,
But something rustled on the floor,
And someone called me by my name:
It had become a glimmering girl
With apple blossom in her hair
Who called me by my name and ran
And faded through the brightening air.

Though I am old with wandering
Through hollow lands and hilly lands,
I will find out where she has gone,
And kiss her lips and take her hands;
And walk among long dappled grass,
And pluck till time and times are done,
The silver apples of the moon,
The golden apples of the sun.",https://www.poetryfoundation.org/poems/55687/the-song-of-wandering-aengus,,,ABCBDEFE,"Written in the voice of Aengus (a god of love and youth in Irish mythology), the poem tells the tale of a magical fish that turns into a beautiful girl and runs away. The infatuated Aengus wanders the earth in pursuit of this girl, growing old but never giving up his search. ","lips, apple, berry, air, apples, head, blossom, thread, hazel, stars, blow, stream, sun, wood"
Ballad,poetry_foundation,The Orange Bottle,Joshua Mehigan,"The clear orange bottle was empty.
It had been empty a day.
It suddenly seemed so costly
and uncalled for anyway.

Two years had passed. They had passed
more or less the way years should.
Maybe he’d changed. Or maybe
the doctors had misunderstood.

It was June. The enormous elm tree
was green again, and the scent
of   hyacinth reached through the window
and followed wherever he went.

And the sky was the firmament!
His life was never better.
Each small white spotless cloud that passed
was like a long-wished-for letter.

But then he remembered his promise.
It came like a mild cramp,
and it sat there all day in the back of   his mind
like a gas bill awaiting a stamp.

He saw three faces that Sunday,
mother, sister, niece,
all with the same kind, brown, scared eyes
that brought him no peace.

The sidewalk sparrows were peeping.
His whole house smelled like a flower.
But he remembered his promise.
The drugstore said one hour.

Back home again, he was tired.
The label said caution, said warning.
He left the clear orange bottle
on the lip of   the sink till morning.

The insert said warning, said caution.
The insert said constipation.
It said insomnia, vivid dreams,
and hypersalivation,
and increased urination,
and a spinning sensation.

It also said night sweats, and
agranulocytosis,
and strongly suggested a full glass of   water
be drunk with all doses.

The insert said all this,
the insert he never read.
But he didn’t have to read it
to know what it said.

The bedroom was calm with moonlight
and the breeze through the screen was cooling.
Through the elm leaves the shivery light on the wall
came like quicksilver pooling.

But   just before five, something woke him  - 
a close whisper  -  or maybe a far cry  - 
and the bedroom was queasy with light the color
of   lapis lazuli.

He lay there listening hard
till six, till seven, till eight    ...
At nine he remembered the bottle.
But nine, nine was too late.

“Don’t take me!” cried the Clozapine.
“Don’t take me!” cried the pill.
By ten he was feeling restless,
with a whole day left to kill.

“Don’t take me!” cried the Clozapine.
“Yes, don’t!” cried the medication.
And the bright yellow morning seemed suddenly edged
with a shady fascination.

Why should he go to his workplace?
Who was his supervisor?
He had a sickening feeling
that he was becoming wiser.

His room filled up with interest.
He had begun to think!
He thought of the knives in the kitchen
and the bottles under the sink.

He thought as he switched the stove on
or stood at his shaving mirror,
or reached for his belt in the wardrobe.
Thinking made things clearer.

Even the bedroom window,
the open window full of sun,
continually hinted
at something that should be done.

But he was crooked and useless.
He was a piece of shit.
And so, as everyone knew he would,
he failed to go through with it.

“Don’t take me!” cried the Clozapine.
“Don’t take me!” cried the drug.
Just then, the telephone rang.
Just then, he ripped out the plug.

“Don’t take me!” cried the Clozapine.
“Don’t take me!” cried the poison.
And the door of   the house creaked open,
and the cellar door lilted and murmured,
and the garden gate groaned and yawned
and let a little noise in.

There, just outside his window,
lurked life like a cheap cartoon.
He shut the sash, locked it, and checked it,
and checked it all afternoon.

He lowered the blinds on that world,
no longer an agent of   it,
but then, with one finger, pulled down a slat
and set his eye above it.

At first it was grimly amusing,
at last it was grimly grim,
to watch all those hunched, hurried people,
who made like they weren’t watching him.

The neighbors were thinking out loud.
They knew he was no fucking good.
So he slumped on a stool in the corner
like a bad little snaggletooth should.

They called him a dirty pig, and laughed,
and said he shouldn’t exist.
Sometimes they made a tsking sound,
or oinked at him, or hissed.

They hissed that he was to blame
for everything, and everyone knew it,
and that if   he weren’t such a pussy
he’d know what to do, and he’d do it.

He lay on his side on the rug
unable to move at all
except for his big right toe,
which dug and dug at the wall,
which dug at the wall,
which dug.

“Don’t take me!” cried the Clozapine.
“Don’t take me!” cried the cure.
And they begged him to sew his mouth shut
just to make goddamn sure.

“Don’t take me!” cried the Clozapine.
“Don’t take me!” cried the poison.
And the gate to the wicked city gaped,
and the gates of the temple screamed and screamed,
and the gates of the garden groaned and yawned,
and the gates of the ziggurat gabbled in grief,
and sucked all life’s sorrows and joys in.

His thoughts were advancing like wolves.
He lay still for an hour and a half,
then reared up onto his rickety legs
like a newborn calf.

Then     rug
hall
stairs
porch
stoop
street
and the blacktop humanly warm
on the soles of   his naked feet.

His walk was stiffened by fear,
but it took him where he was going,
into the terrible world
of children and daffodils growing,
and friendly people helloing,
and the Super out doing the mowing,
and the two old sisters out in wool sweaters with their wrinkled
cheeks pinkly glowing,
and the pretty lady who would give birth by Christmas barely
showing but showing,
and the policeman helping to keep the lazy afternoon traffic
flowing,
and time itself slowing,
and none of them, none of them knowing

that an odious axis was forming,
that it would not be controlled,
that schemes were afoot, that a foot
was a thing for a jackboot to hold,

that the street was a movie set,
that it was not warm and sunny,
that a creditor was calling
who could not be paid with money,

that the world was like a sliver
of   iron held in the hand,
and his mind the lodestone above it
that made it stir or stand,

that the air was slowly changing
to a color they didn’t know,
that he was a famous doctor
on a television show.

But what could he do? Even friends
would take these facts for lies,
and he couldn’t tell who the enemies were,
though he felt the hot breath of their eyes,

so he kept his big mouth shut
and tried to play along,
and plowed down the street toward the coffeeshop
as if nothing at all were wrong.

He tried not to notice the numbers
painted on garbage cans.
He tried and he tried not to look
at the black unmarked sedans.

The coffeeshop smelled like coffee,
but it felt different inside.
A new waitress went by. She winked.
He kept his eyes open wide.

Everything screamed “Run away!”
But he wasn’t really there!
So he stood by the gumball machines
and smiled and tried not to stare.

“The power is yours!” said a T-shirt.
“Look for lightning!” reported the weather.
And the stranger who offered the Sports section said,
“It’s all there, Chief. Just put it together.”

Then wild-eyed out of the kitchen
stormed a small, hard old man,
shouting in a strange language
and waving a frying pan,

shoving him out the door
and into the chattering street,
shoving him, waving, shouting,
and pointing at his feet,
at his bare, gray feet.

Then came the dark blue uniform,
the badge glinting in the sun,
and the belt jangling like a storm trooper’s
as the boots broke into a run.

“Take that!” cried the patrolman.
“Take that!” cried Johnny Law.
Street, knee, neck  - 
cuffs, curb, jaw.

And the flatfoot pushed him, bleeding,
into the sleek cruiser,
and he heard all the gawkers thinking
that he was a pig and a loser,

and his chin throbbed,
and the handcuffs ate at his wrist,
and he would be hacked into pieces soon
and would not be missed.

“Don’t take me!” cried the victim.
“Don’t take me!” cried the threat.
But the angry back of a head
was the only response he could get.

Lying on his side like a child
at the end of a big day,
he gazed up through the window
and watched it all slip away.

The little pen where they put him
had a toilet but no stall.
Here and there a message
scarred the gloss-white wall.

Time passed. But you couldn’t tell it
on the trapped fly ticking the ceiling,
or the flickering light overhead,
or the sore on his chin congealing,
or on the sound of the other pigs in the other pens, squealing.

When the men came, he was ready.
He talked. They took it all down.
And soon they were back in the cruiser,
on their way across town.

Then, into the mirrored building,
over the waxed lobby floors,
down miles of echoing hallways,
through the heavy brown doors,

into a humming beige room
with a bed and a river view,
and an outside lock, and jailers
who wore white instead of blue.

“Take that,” smiled the doctor.
“Take that,” smiled the nurse.
He pressed his lips still tighter,
and things got worse and worse.

“Please!” threatened the nurse.
“Please!” growled the doctor.
He raised his fists to cover his mouth,
but the nurse was too close, and he clocked her.

Now into the room came the big men,
who did not clamor or shout,
but pinned him with ease to the bed,
strapped him down, and went out.

And the doctor was there again, trailing
a spider web of cologne,
and the doctor told what would happen next,
in an expert monotone,

and the nurse took a needle
and emptied it into his arm,
and they both left, content
that he could do no more harm,

and he fought, and the straps cut his shoulders,
and he gnawed at his lip, and it bled,
and he held his bladder for three long hours,
then shivered and pissed the bed.

When the doctor came a fifth time,
it was long past dawn.
They’d found him a room, said the doctor,
gently restraining a yawn.

The next two days were sleep,
and words through a fine white mist.
Then he woke inside a machine
whose motion he couldn’t resist:

“Tick-tock,” said the clock.
“Creak, creak,” said the bed.
“Drip, drip,” said the sink.
“Throb, throb,” went his head.
“Ho-hum,” sighed the night nurse.
“Heh-heh,” said the sicko.
“Why? Why?” screamed the patient.
“Howl, howl!” cried the psycho.
“Wolf! Wolf!” cried the boy.
“Gobble, gobble!” sang the freaks.
“Sa, sa!” cried the king.
“Tick-tock,” went the weeks.
“Bang, bang,” said the tv.
“Teeter-totter,” went his brain.
“Click, click,” went the checkers.
“Pitter-patter,” went the rain.
“Bring-bring,” said the pay phone.
“Snip, snip,” went Fate.
“Jangle-jingle,” went the keys.
“Clank-clink,” went the gate.
“Bye-bye,” said the nurse.
“Bye-bye,” said the guard.
“Bar-bar,” said the doctor.
“Baa-baa,” said the lamb.
“My, my,” said his mother.
“Boohoo!” cried Bo Peep.
“Bow-wow,” said the wolf.
“Baa-baa,” said the sheep.

In the car away from that place,
the family had a pleasant chat.
He seemed fine again, and humble,
though his speech was oddly flat.

He said that the halfway house
where he would be residing
was located on a quiet block and had
green vinyl siding.

There he met new people
and watched the television,
which did not watch him back
or speak to him with derision,

and he performed certain tasks,
meant to teach certain skills,
and he got small checks from the government
to pay his enormous bills.

Each night he fell asleep,
and each morning he got up,
and he washed down his medicine
and squashed the paper cup,

feeling, in all, much better,
more in touch with common sense,
and also slightly bored
by the lack of consequence.

And the church bells rang
and a dinner bell tinkled
and the school bell tolled
and called all the good girls and boys in.
And all of them brought all their toys in.
And all of them swallowed their poison.",https://www.poetryfoundation.org/poetrymagazine/poems/56038/the-orange-bottle,,,ABCB,Aout the story of a man who stops taking his medication and suffers a psychotic episode before being arrested and sent to a mental hospital.,"consequence, lips, air, coffee, sun, water, elm, rain, flower, breeze, head, eyes, eye, scent, river, blue, mist, forming, patter, bow, cloud, sensation, weather, neck, corner, tree, lip"
